epoch,accuracy,auc,fn,fp,learning_rate,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.8757416605949402,0.9490435123443604,6078.0,7619.0,0.0010000000474974513,0.2871221601963043,0.8655454516410828,0.8897414803504944,47486.0,49047.0,0.9448275566101074,0.9843113422393799,33.0,119.0,0.16145336627960205,0.9197031259536743,0.9763610363006592,1240.0,1363.0
1,0.946103572845459,0.9831480383872986,2413.0,3528.0,0.0010000000474974513,0.15441849827766418,0.937258780002594,0.9562196135520935,51586.0,52703.0,0.9560798406600952,0.9874117374420166,37.0,84.0,0.1292467713356018,0.9416261315345764,0.9734195470809937,1279.0,1355.0
2,0.9563004374504089,0.9882756471633911,1879.0,2938.0,0.0010000000474974513,0.12652918696403503,0.9477047324180603,0.9659119844436646,52170.0,53243.0,0.9477313756942749,0.9871162176132202,25.0,119.0,0.1524055451154709,0.9197031259536743,0.9819884896278381,1248.0,1363.0
3,0.9657080769538879,0.9926541447639465,1507.0,2273.0,0.0010000000474974513,0.09887482225894928,0.959332287311554,0.972662627696991,52831.0,53619.0,0.9495462775230408,0.9835230112075806,53.0,86.0,0.18002305924892426,0.9397758841514587,0.9620071649551392,1274.0,1342.0
4,0.9736913442611694,0.9951543807983398,1193.0,1707.0,0.0010000000474974513,0.0780121311545372,0.9693178534507751,0.9783567190170288,53402.0,53928.0,0.9495462775230408,0.9823999404907227,64.0,75.0,0.1698884814977646,0.9463902711868286,0.9538905024528503,1292.0,1324.0
